PROVINCE,DISTRICT,HI04,Cluster,HI05,HH_WT,C_hhweight,TYPEHH,C003,C012,C012_OTHER,C013,C013_OTHER,C018,C018_OTHER,C019,C019_OTHER,C033,C033_OTHER,C034,C034_OTHER,C037_FIRST,C037_SECOND,C037_OTHER,C042,C042_OTHER,C052,C052_OTHER,C057,C057_OTHER,C058,C058_OTHER,C060,C060_OTHER,C074,C074_OTHER,C075,C075_OTHER,C088A,C088B,C088C,C088D,C088E,C088_OTHER,C091,C091_OTHER,C092,C092_OTHER,C102_FIRST,C102_SECOND,C102_OTHER,C108A,C108B,C108C,C108D,C108_OTHER,C114,C114_OTHER,C115,C115_OTHER,C122_FIRST,C122_SECOND,C122_OTHER,C126,C126_OTHER,C164_7,C168,C168_OTHER,C170_8,C170_OTHER,C003_OTHER,C001,C002,C004,C005,C006,C007,C008,C009,C010,C011,C014,C015,C016,C017,C020,C021,C022,C023,C024,C025,C026,C027A,C027B,C027C,C027D,C027E,C027F,C027G,C027H,C027I,C027J,C027K,C027L,C027M,C028A,C029A,C030A,C031A,C032A,C032A_UNITY,C028B,C029B,C030B,C031B,C032B,C032B_UNITY,C035,C036,C038,C039,C040,C041,C043,C044,C045,C046,C047,C048,C049,C050,C051,C053,C054,C055,C056,C059,C061,C062,C063,C064,C065,C066,C067,C068A,C068B,C068C,C068D,C068E,C068F,C068G,C068H,C068I,C068J,C068K,C068L,C068M,C069C,C070C,C071C,C072C,C073C,C073C_UNITY,C069D,C070D,C071D,C072D,C073D,C073D_UNITY,C076,C077,C078_FIRST,C078_SECOND,C078_OTHER,C079,C080,C081,C082,C083,C084,C085,C086A,C086B,C086C,C086D,C086E,C086F,C086G,C086H,C086I,C086J,C086K,C086L,C086M,C087,C089,C090,C093,C094,C095,C096,C097,C098,C099,C100,C100_UNITY,C101,C103,C104,C105,C106,C107A,C107B,C107C,C107D,C107E,C107F,C107G,C107H,C107I,C107J,C107K,C107L,C107M,C107N,C109,C110,C111,C112,C113,C116,C117,C118,C119,C120,C121,C123,C124,C125,C127,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164_1,C164_2,C164_3,C164_4,C164_5,C164_6,C164_8,C164_OTHER,C165,C166,C167,C169,C170_1,C170_2,C170_3,C170_4,C170_5,C170_6,C170_7,C171,C172,C173,C174,C175,C176,C177
Kigali City,Gasabo,Urban,26,1,21.16792422360248,21.11236614008808,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,Cost of initial connection is too expensive,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Yes,6 months to 1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,3,Yes,No,3,2400,No
Kigali City,Gasabo,Urban,26,2,1310.783,1203.354013478988,Ordinary HH,,Landlord,,Monthly,,Pay based on lights and appliances used,,Cash,,Mobile phone light,,No back-up source,,No problems,No problems,,"Renting, Landlord decision",,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,1,Don?t know,Internal wiring,Don?t know (Ntabizi),Don?t know (Ntabizi),Don?t know (Ntabizi),Yes,Yes,Yes,3,Respondent does not have an energy bill,,,,,5000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,Yes
Kigali City,Gasabo,Urban,26,3,21.16792422360248,21.11236614008808,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,"Other, specify",Doesn't know,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Don?t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,1,No,No,1,800,No
Kigali City,Gasabo,Urban,26,4,21.16792422360248,21.11236614008808,Ordinary HH,"Renting, Landlord decision",,,,,,,,,,,,,,,,"Renting, Landlord decision",,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Don?t know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,2,Yes,No,2,1600,No
Kigali City,Gasabo,Urban,26,5,1310.783,1203.354013478988,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Candle,,No back-up source,,Low/high voltage problems or voltage fluctuations,Unpredictable interruptions,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,25,Don?t know,Internal wiring,Don?t know (Ntabizi),Don?t know (Ntabizi),Don?t know (Ntabizi),Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,No,22,4,None (Ntabwo),,,No assistance requested,Yes,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,No
Kigali City,Gasabo,Urban,26,6,21.16792422360248,21.11236614008808,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Yes,1 year to 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,0,,,,,
Kigali City,Gasabo,Urban,26,7,1310.783,1203.354013478988,Ordinary HH,,Pre-paid meter card seller,,Monthly,,Self top-up based on need or capacity to pay,,Cash,,"Other, specify",Phone torch,No back-up source,,No problems,No problems,,"Other, specify",He/she is not the house owner,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,1,Household was already connected,,,,,Yes,Yes,No,,Respondent does not have an energy bill,,,,,6000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,4,Yes,Yes,,,Yes
Kigali City,Gasabo,Urban,26,8,1310.783,1203.354013478988,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Cash,,Candle,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,3,Don?t know,Internal wiring,Don?t know (Ntabizi),Don?t know (Ntabizi),0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,500,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Gasabo,Urban,26,9,1310.783,1203.354013478988,Ordinary HH,,Energy company,,Monthly,,Pay based on lights and appliances used,,Cash,,Mobile phone light,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,9,Don?t know,Internal wiring,Don?t know (Ntabizi),Don?t know (Ntabizi),0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,3000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,Don't know (Ntabizi),Don't know (Ntabizi),,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,No
Kigali City,Gasabo,Urban,26,10,1310.783,1203.354013478988,Ordinary HH,,Local store,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,11,25000,Internal wiring,30000,90,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,Don't know (Ntabizi),Don't know (Ntabizi),,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,Yes
Kigali City,Gasabo,Urban,26,11,1310.783,1203.354013478988,Ordinary HH,,Pre-paid meter card seller,,Monthly,,Self top-up based on need or capacity to pay,,Cash,,"Other, specify",Phone torch,No back-up source,,No problems,No problems,,"Other, specify",Doesn't know,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,12,Don?t know,Both,Don?t know (Ntabizi),Don?t know (Ntabizi),Don?t know (Ntabizi),Yes,Yes,Yes,4,Respondent does not have an energy bill,,,,,6000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,None (Ntabwo),,,0,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,4,Yes,Yes,,,Yes
Kigali City,Gasabo,Urban,26,12,1310.783,1203.354013478988,Ordinary HH,,Pre-paid meter card seller,,Bi-weekly,,Self top-up based on need or capacity to pay,,Cash,,Candle,,No back-up source,,No problems,No problems,,"Other, specify",He/she is not the house owner,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,1,Household was already connected,,,,,Yes,Yes,Yes,2,Respondent does not have an energy bill,,,,,8000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Gasabo,Urban,26,13,1310.783,1203.354013478988,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Credits using mobile money,,Candle,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,16,Don?t know,Internal wiring,Household was already connected (Nayituyemo ifite umuriro),Don?t know (Ntabizi),Don?t know (Ntabizi),Yes,Yes,No,,Respondent does not have an energy bill,,,,,1000,Yes,,,,,,,,,,,,,,,,,,,,No,24,3,1,30,Minutes,No one to ask for assistance in power company,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,Yes
Kigali City,Gasabo,Urban,26,14,1310.783,1203.354013478988,Ordinary HH,,Energy company,,Monthly,,Fixed monthly fee,,Credits using mobile money,,Candle,,No back-up source,,No problems,No problems,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,8,3000,Internal wiring,200000,30,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,3000,Yes,,,,,,,,,,,,,,,,,,,,Yes,23,4,1,5,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,Yes
Kigali City,Gasabo,Urban,26,15,1310.783,1203.354013478988,Ordinary HH,,Energy company,,Monthly,,"Other, specify",Pay with phone,Credits using mobile money,,Mobile phone light,,No back-up source,,High cost of electricity,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,16,Household was already connected,,,,,Yes,Yes,Yes,1,Respondent does not have an energy bill,,,,,8000,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,1,30,Minutes,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,No
Kigali City,Gasabo,Urban,26,16,21.16792422360248,21.11236614008808,Ordinary HH,Company refused to connect the household,,,,,,,,,,,,,,,,Monthly fee is too expensive,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,No,Don?t expect to get grid connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,2,Yes,No,2,1600,No
Kigali City,Gasabo,Urban,26,17,1310.783,1203.354013478988,Ordinary HH,,Energy company,,Bi-weekly,,Pay based on lights and appliances used,,Credits using mobile money,,Mobile phone light,,No back-up source,,High cost of electricity,Unpredictable interruptions,,"Renting, Landlord decision",,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,7,Household was already connected,,,,,Yes,Yes,No,,Respondent does not have an energy bill,,,,,8000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,0,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,No
Kigali City,Gasabo,Urban,26,18,1310.783,1203.354013478988,Ordinary HH,,Pre-paid meter card seller,,Monthly,,Pay based on lights and appliances used,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,1,Household was already connected,,,,,Yes,Yes,No,,Respondent does not have an energy bill,,,,,2000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,0,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,Yes
Kigali City,Gasabo,Urban,27,1,44.69514999999999,45.85539328898942,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Candle,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,5,56000,Internal wiring,18000,15,1,Yes,Yes,Yes,2,Respondent does not have an energy bill,,,,,2000,No,,,Yes,Yes,,,,,Yes,,,,,No,20,2,2,10,Minutes,No,24,4,None (Ntabwo),,,No assistance requested,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,2,Yes,Yes,,,No
Kigali City,Gasabo,Urban,27,2,44.69514999999999,45.85539328898942,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Mobile phone light,,No back-up source,,Low/high voltage problems or voltage fluctuations,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,Yes,,,10,500000,Internal wiring,Don?t know (Ntabizi),10,2,Yes,Yes,No,,Respondent does not have an energy bill,,,,,6000,No,,,,Yes,,,,,Yes,Yes,Yes,,,No,Don't know (Ntabizi),4,Don't know (Ntabizi),Don't know (Ntabizi),,No,24,4,1,5,Minutes,No assistance requested,Yes,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,Yes,Yes,,,No
Kigali City,Gasabo,Urban,27,3,4.944995319148934,4.459440535194402,Ordinary HH,Cost of initial connection is too expensive,,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,Yes,,,, ,In-house, ,Solar, ,High cost of electricity,Cannot power large appliances, ,With other garbage,,,Kerosene lamp, ,,,,01,No,Yes,1 year to 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,No,,1,285000,Don't know,12,4,Don't know,2,Don't know,Don't know,No,No,,Yes,Received for free,,,,,No,Don?t know,Don?t know,Yes,No,,No,,,,,,,,,Somewhat satisfied,2017,No,Use about the same solar lighting,,,,,,,,Rechargeable Battery,1,No,Yes,,,No
Kigali City,Gasabo,Urban,27,4,44.69514999999999,45.85539328898942,Ordinary HH,,Pre-paid meter card seller,,Monthly,,No bill for electricity,,Cash,,No backup sources,,"Other, specify",Phone,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,10,Don?t know,Internal wiring,Don?t know (Ntabizi),Don?t know (Ntabizi),Don?t know (Ntabizi),Yes,Yes,Yes,3,Respondent does not have an energy bill,,,,,500,Yes,,,,,,,,,,,,,,,,,,,,Yes,24,4,Don't know (Ntabizi),Don't know (Ntabizi),,No assistance requested,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,1,No,Yes,,,No
Kigali City,Gasabo,Urban,27,5,44.69514999999999,45.85539328898942,Ordinary HH,,Energy company,,Weekly,,"Other, specify",Pay with phone,Credits using mobile money,,Mobile phone light,,"Other, specify",Candle,High cost of electricity,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,14,50000,Internal wiring,25000,7,0,Yes,Yes,Yes,7,Respondent does not have an energy bill,,,,,30000,No,Yes,Yes,,Yes,Yes,,,,,,Yes,Yes,,Yes,18,2,1,60,Minutes,Yes,24,4,1,10,Minutes,0,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,6,Yes,Yes,,,No
Kigali City,Gasabo,Urban,27,6,4.944995319148934,4.459440535194402,Ordinary HH,"Other, specify",,,,,,,,,,,,,,,,"Other, specify",No financial capacity,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,No financial capacity,01,No,Don?t expect to get grid connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,3,Yes,No,3,2400,No
Kigali City,Gasabo,Urban,27,7,44.69514999999999,45.85539328898942,Ordinary HH,,Local store,,Weekly,,Pay based on lights and appliances used,,Credits using mobile money,,Mobile phone light,,No back-up source,,No problems,No problems,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,17,120000,Internal wiring,80000,60,0,Yes,Yes,No,,Respondent does not have an energy bill,,,,,25000,Yes,,,,,,,,,,,,,,,,,,,,No,24,4,None (Ntabwo),,,0,No,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,3,No,Yes,,,No
Kigali City,Gasabo,Urban,27,8,4.944995319148934,4.459440535194402,Ordinary HH,"Renting, Landlord decision",,,,,,,,,,,,,,,,No mini-grid / Mini grid is too far from household,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,02,No,Yes,Up to 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No electricity,1,No,No,1,800,No
Kigali City,Gasabo,Urban,27,9,44.69514999999999,45.85539328898942,Ordinary HH,,Energy company,,Monthly,,Self top-up based on need or capacity to pay,,Credits using mobile money,,Candle,,No back-up source,,Low/high voltage problems or voltage fluctuations,Unpredictable interruptions,,Satisfied with current energy solution,,, ,, ,, ,, ,, ,, ,,,,,, ,, ,, ,,, ,,,,, ,, ,, ,,, ,,,,, ,,,,01,Yes,,,18,Don?t know,Internal wiring,Don?t know (Ntabizi),15,2,Yes,Yes,No,,Respondent does not have an energy bill,,,,,8500,No,,,,Yes,,Yes,,,,,Yes,Yes,,No,16,2,1,20,Minutes,No,24,4,3,30,Minutes,No assistance requested,Yes,Yes,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National grid,4,Yes,Yes,,,No
